id,title,revenue,vote_count,vote_average,runtime,popularity
396643,A Flying Jatt,0,20,3.6,151.0,2.894
46423,Lucky: No Time for Love,0,22,4.9,180.0,3.92
430375,Dieter Nuhr: Nuhr in Berlin,0,5,6.2,68.0,1.569
128132,Mumbai's King,0,5,6.6,78.0,1.279
626258,Clarence Clemons: Who Do I Think I Am?,0,1,4.0,88.0,1.963
644350,Fadily Camara: La plus drôle de tes copines,0,22,6.5,0.0,3.638
486331,DeRay Davis: How to Act Black,0,14,6.0,66.0,6.761
455675,Hickok,0,60,5.0,88.0,12.309
289339,Chelsea Peretti: One of the Greats,0,70,6.6,74.0,5.586
80304,Casa De Mi Padre,0,195,5.3,84.0,9.406
496283,BuyBust,178471,30,6.2,127.0,17.199
561556,Loudon Wainwright III: Surviving Twin,0,2,8.0,91.0,1.787
411012,Chasing Trane,393970,30,7.3,99.0,8.673
367735,John Mulaney: The Comeback Kid,0,152,7.8,62.0,7.162
642749,Jeff Garlin: Our Man in Chicago,0,6,6.3,58.0,3.827
313922,Green Room,3220371,1732,6.7,95.0,16.056
470640,Long Time Running,0,7,8.0,97.0,6.414
34653,A Single Man,24964890,1071,7.4,97.0,12.147
414454,Submission,0,18,6.4,106.0,8.348
642553,To Be of Service,0,1,6.0,88.0,2.31
417489,Bon Cop Bad Cop 2,0,69,6.3,126.0,6.346
339396,True Memoirs of an International Assassin,0,560,5.8,98.0,14.321
42413,The Workshop,0,10,4.6,94.0,5.423
46967,Bill Burr: Let It Go,0,62,7.8,65.0,6.254
248611,Mea Culpa,3736775,103,6.3,90.0,7.784
486755,Natalia Valdebenito: Loudmouth,0,4,5.8,75.0,0.734
12707,Orca: The Killer Whale,14717854,223,6.1,92.0,21.322
425841,Kathleen Madigan: Bothering Jesus,0,8,6.7,71.0,2.681
2207,16 Blocks,65664721,1303,6.4,105.0,17.017
614365,A.I. 187,0,1,2.0,101.0,5.204
542930,A Remarkable Tale,0,43,5.5,0.0,6.712
73,American History X,23875127,8015,8.4,119.0,29.307
622963,American Son,0,158,6.1,90.0,13.702
9506,Anger Management,195745823,2139,6.1,106.0,16.036
476613,Apache Warrior,0,4,2.5,,3.859
23724,BUtterfield 8,0,45,6.5,109.0,5.664
261,Cat on a Hot Tin Roof,17570324,440,7.8,108.0,10.557
566494,Christmas Break-In,0,14,5.8,87.0,6.473
485612,Christmas in the Heartland,0,31,6.3,90.0,6.705
544065,Surviving Christmas with the Relatives,36809,6,6.3,101.0,6.717
26196,Cleopatra Jones,0,40,5.9,89.0,8.408
14396,Code Name: The Cleaner,10337477,173,5.2,84.0,11.164
907,Doctor Zhivago,111858363,638,7.6,200.0,16.273
466550,Drive,0,26,5.8,147.0,84.143
455842,Elliot: The Littlest Reindeer,0,24,5.5,89.0,17.234
9461,Enter the Dragon,0,1118,7.4,102.0,20.585
407440,Euphoria,0,66,6.5,104.0,15.706
2320,Executive Decision,121969216,540,6.2,133.0,15.528
423204,Angel Has Fallen,146661977,2046,6.4,122.0,96.515
1878,Fear and Loathing in Las Vegas,10680275,3084,7.2,118.0,17.919
634754,Fire in Paradise,0,15,6.7,39.0,5.432
830,Forbidden Planet,3250000,537,7.3,98.0,13.694
18307,Getting Played,0,13,6.1,81.0,5.869
17281,Gigi,0,178,6.4,116.0,9.157
5279,Gosford Park,87754044,642,6.9,131.0,11.441
4970,Gothika,141591324,1544,6.1,98.0,23.224
621,Grease,181813770,5164,7.4,110.0,25.097
222728,The Harlem Globetrotters: The Team That Changed the World,0,4,7.5,116.0,2.297
531438,Holiday in the Wild,0,301,6.4,85.0,19.286
562490,Holly Star,0,4,6.6,90.0,3.575
425134,How to Be a Latin Lover,26251899,386,6.9,115.0,30.599
28353,How to Be a Player,13960203,25,5.9,93.0,6.292
22954,Invictus,122233971,2862,7.2,134.0,15.077
364442,Jimi Hendrix,0,11,8.6,98.0,5.941
27360,King's Ransom,0,28,4.8,95.0,7.404
22894,Legion,67918658,1646,5.6,100.0,29.725
18183,Like Water for Chocolate,21665468,257,7.1,105.0,8.329
79538,Listen Up: The Lives Of Quincy Jones,0,0,0.0,115.0,2.259
10803,Logan's Run,25000000,547,6.7,119.0,12.072
9769,Lolita,1060056,857,7.0,137.0,32.056
27322,Love Jones,0,35,8.0,104.0,5.43
12085,Mad Money,0,389,6.3,104.0,11.224
9416,Money Talks,0,203,5.9,97.0,11.789
9297,Monster House,140175006,2668,6.6,91.0,33.279
12311,Mutiny on the Bounty,4460000,178,7.4,132.0,11.288
9353,Nacho Libre,99255460,951,6.1,92.0,25.474
9644,National Lampoon's Loaded Weapon 1,0,417,5.9,84.0,12.133
161,Ocean's Eleven,450717150,8322,7.4,116.0,29.277
13098,Paid in Full,3090862,125,6.9,93.0,9.941
221,Rebel Without a Cause,4500000,995,7.6,111.0,10.335
4148,Revolutionary Road,75225693,2604,6.9,119.0,15.95
805,Rosemary's Baby,33395426,2461,7.8,137.0,22.812
10220,Rounders,22921898,1105,7.0,121.0,23.197
33542,Rumble in the Bronx,32392047,583,6.8,104.0,17.159
627078,Santa Girl,0,13,6.8,90.0,4.809
12498,Sling Blade,24444121,487,7.6,135.0,11.756
88036,Sparkle,24637469,70,6.2,116.0,10.86
559,Spider-Man 3,890871626,9133,6.2,139.0,49.785
524377,Spitfire,0,14,7.0,99.0,6.891
12133,Step Brothers,128107642,2185,6.5,98.0,14.998
500475,SuperFly,20545116,239,6.8,107.0,40.298
4413,The Brave One,69766619,568,6.5,122.0,12.986
226354,The Christmas Candle,0,18,6.0,100.0,7.627
886,The Cincinnati Kid,15260000,154,7.1,102.0,10.494
13680,The Game Plan,147880543,1386,6.4,110.0,33.658
13922,The Great Raid,10166502,188,6.6,132.0,11.969
693359,The House of Flowers Presents: The Funeral,0,3,7.7,35.0,10.525
579583,The King of Staten Island,0,192,6.8,137.0,149.465
9319,The Last Boy Scout,59509925,1093,6.7,105.0,20.462
636698,The Man Without Gravity,0,175,7.5,107.0,7.88
603,The Matrix,463517383,17998,8.1,136.0,59.113
604,The Matrix Reloaded,738599701,7273,6.9,138.0,40.389
605,The Matrix Revolutions,424988211,6536,6.6,129.0,33.252
9944,The Pelican Brief,195268056,913,6.5,141.0,22.291
10771,The Tuxedo,104391623,1281,5.7,98.0,16.038
41973,"Thelonious Monk: Straight, No Chaser",0,8,6.8,90.0,4.95
644297,True: Grabbleapple Harvest,0,0,0.0,0.0,0.6
7461,Vantage Point,151161491,1403,6.4,90.0,12.139
13971,Wild Child,21972336,1308,6.7,98.0,19.15
411639,Zoé Panoramas,0,1,7.0,89.0,0.6
19908,Zombieland,102391540,8824,7.3,88.0,47.449
19703,A Wednesday!,3500000,183,7.2,103.0,6.331
22101,Aagey Se Right,0,1,6.0,117.0,1.743
13123,Aamir,0,38,6.8,99.0,4.197
336790,ABCD 2,892000,51,5.5,154.0,5.415
157293,ABCD,222000,27,6.1,160.0,3.609
117369,Arjun: The Warrior Prince,0,16,6.1,96.0,2.689
555526,Asees,0,1,8.0,127.0,0.64
127501,Barfi!,2804874,193,7.5,151.0,6.871
14013,BASEketball,7027290,348,6.0,103.0,11.398
703426,Calico Critters: A Town of Dreams,0,0,0.0,11.0,0.6
574537,Calico Critters: The Treasure of Calico Village,0,0,0.0,22.0,0.6
303457,Chaar Sahibzaade,0,8,5.7,134.0,1.457
30695,Chance Pe Dance,0,19,5.1,121.0,3.325
550385,Christmas with a View,0,207,5.8,90.0,17.73
19637,Chup Chup Ke,0,46,6.0,165.0,4.694
41511,Dhan Dhana Dhan Goal,0,18,5.0,167.0,4.642
53284,Do Dooni Chaar,0,11,6.1,146.0,3.177
539619,Edge of Fear,0,53,4.6,91.0,7.808
549444,"Edmilson Filho: Notas, Comedy about Relationships",0,4,4.8,79.0,1.079
458080,Filmworker,0,41,7.2,94.0,7.767
337520,Gadaar: The Traitor,0,1,7.0,126.0,1.22
700768,Ghanchakkar (घनचक्कर),0,1,3.0,0.0,0.87
44865,The Grandmaster,64076736,489,6.4,130.0,19.435
197446,Hattrick,0,3,4.3,110.0,2.792
134215,Heroine,0,30,4.8,140.0,5.036
231785,Himmatwala,0,1,9.0,179.0,1.506
154366,Husbands in Goa,1550000,8,4.3,150.0,2.859
195737,Jatts in Golmaal,0,4,7.3,0.0,1.148
168245,Kai Po Che!,0,82,7.0,126.0,6.069
493103,Kalakalappu 2,0,7,4.2,154.0,2.239
34515,Katt Williams: The Pimp Chronicles Pt. 1,0,18,6.8,46.0,4.287
330636,Katti Batti,4079135,14,5.4,138.0,1.95
20492,Life in a Metro,0,36,6.3,124.0,3.529
226632,Marc Maron: Thinky Pain,0,28,7.2,90.0,5.742
352890,Morris from America,0,68,6.0,89.0,10.648
16537,Mumbai Meri Jaan,0,13,7.0,119.0,2.22
272448,Mundeyan Ton Bachke Rahin,0,1,8.0,139.0,0.679
53569,No One Killed Jessica,0,48,6.6,136.0,4.561
15975,Oye Lucky! Lucky Oye!,1700000,46,6.8,126.0,3.399
96398,Paan Singh Tomar,0,76,7.5,135.0,6.07
287859,Raja Natwarlal,4,19,6.6,141.0,3.038
217446,Satyagraha,0,22,6.3,152.0,3.712
180855,சேட்டை,0,6,4.8,136.0,2.238
280064,Sigaram Thodu,0,6,5.1,147.0,2.014
703849,Sommore: The Reign Continues,0,1,7.0,93.0,2.528
62893,I Stink!,0,0,0.0,66.0,6.273
560023,The Tigers of Scotland,0,3,6.7,55.0,1.802
438486,The Untold Tales of Armistead Maupin,0,9,6.8,89.0,6.299
54318,The Water Horse,103071443,686,6.4,112.0,20.649
157353,Transcendence,103039258,4167,6.0,119.0,22.926
412210,Vaya,0,3,7.0,110.0,2.403
35695,Welcome to Sajjanpur,0,10,5.5,134.0,2.552
372121,Yeh Hai Bakrapur,0,1,3.0,95.0,1.4
138755,Zokkomon,0,2,5.0,109.0,1.4
485510,6-5=2,0,7,3.5,102.0,1.134
306136,Bandie,0,2,6.0,141.0,0.668
407547,Beiimaan Love,0,7,2.7,120.0,2.815
437758,Coffee with D,0,11,5.1,123.0,1.413
436827,Getaway Plan,0,61,5.6,105.0,5.289
484645,Golden Time,0,15,6.5,22.0,1.686
476794,Hajwala: The Missing Engine,0,3,6.0,96.0,0.941
485219,Hitler's Steel Beast,0,12,6.2,53.0,1.057
430755,Kacche Dhaagey,0,0,0.0,,0.601
358985,Kis Kisko Pyaar Karoon,0,20,6.4,132.0,3.275
279994,X Moor,0,14,4.1,76.0,5.582
482346,One Heart: The A.R. Rahman Concert Film,0,3,8.8,87.0,1.638
376719,Pettersson und Findus - Staffel 1,0,2,7.5,0.0,0.6
276938,Punjab 1984,0,7,7.9,0.0,2.291
78446,Trapped in Tradition: Rivaaz,0,4,5.3,120.0,2.489
269800,Romeo Ranjha,0,3,4.7,0.0,0.744
88655,Roots: The Gift,0,4,7.3,93.0,4.215
437291,Savage Dog,0,63,5.2,94.0,15.195
484619,The Bittersweet,0,11,5.8,98.0,3.71
464331,Undercover Grandpa,0,47,5.8,99.0,9.166
403790,Warrior Savitri,0,5,2.5,120.0,1.409
461344,Warehoused,0,0,0.0,72.0,0.6
88872,Yaara O Dildaara,0,1,5.0,0.0,1.124
374460,A Grand Night In: The Story of Aardman,0,18,7.5,59.0,4.564
373339,Norman Lear: Just Another Version of You,0,10,7.2,91.0,3.587
429043,Santa Pac's Merry Berry Day,0,2,5.5,44.0,2.661
348537,Spanish Affair 2,38482411,294,5.4,106.0,9.555
228967,The Interview,12342632,4317,6.2,112.0,29.979
41772,The Last Days of Chez Nous,0,6,6.3,93.0,2.777
757400,Chuck Leavell: The Tree Man,0,0,0.0,105.0,11.039
177987,Winter of Our Dreams,0,4,6.0,90.0,1.078
318373,Young Tiger,0,11,6.5,87.0,2.944
80170,A Russell Peters Christmas,0,7,4.4,44.0,2.073
230158,Aziz Ansari: Buried Alive,0,96,7.1,79.0,6.293
86632,Mad Ron's Prevues from Hell,0,11,5.2,83.0,1.877
469932,"Antar, The Fourth Grandson of Shaddad",412,4,5.3,0.0,1.587
514729,Bathtubs Over Broadway,0,20,8.2,87.0,4.402
506053,Gatao 2: Rise of the King,0,7,6.4,127.0,5.868
49018,Insidious,97009150,4602,6.9,103.0,44.847
222772,Lion's Heart,0,47,6.4,100.0,5.438
601808,Henley Regatta,0,0,0.0,1.0,0.6
189017,Tattah,0,7,4.3,0.0,3.256
391611,The Bulbul's Nest,0,0,0.0,102.0,0.815
456193,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",0,42,7.1,60.0,5.279
57158,The Hobbit: The Desolation of Smaug,958400000,9414,7.6,161.0,46.619
521041,Hari Kondabolu: Warn Your Relatives,0,10,5.8,67.0,3.76
216404,Kaleidoscope,0,3,4.3,96.0,4.47
384673,National Bird,0,18,6.8,92.0,5.034
363589,The chosen ones,0,0,0.0,,1.09
520773,The Heat: A Kitchen (R)evolution,0,4,6.3,75.0,3.99
300605,City of God – 10 Years Later,0,56,7.0,69.0,8.509
6172,My Führer,0,52,5.4,89.0,7.806
334684,LoveTrue,0,10,6.0,82.0,4.863
570973,Last Breath,0,37,7.4,85.0,8.644
503811,Like Arrows,0,1,6.0,103.0,3.026
535167,The Wandering Earth,0,392,6.3,126.0,35.674
57212,War Horse,177584879,2410,7.3,146.0,18.796
396292,Ali Wong: Baby Cobra,0,117,7.4,60.0,8.239
287523,Death House,10615000,27,3.9,88.0,6.964
511449,Family Blood,0,112,4.6,92.0,12.488
522619,Pup Star: World Tour,0,5,5.8,87.0,12.383
402582,Handsome: A Netflix Mystery Movie,0,85,5.3,81.0,10.635
456432,Simplemente Manu NNa,0,3,4.7,71.0,2.192
433878,The Mars Generation,0,28,6.7,97.0,7.701
342672,4th Man Out,0,247,6.9,87.0,12.872
14898,Just Another Love Story,0,46,6.5,100.0,4.401
396806,Anon,0,990,5.9,100.0,32.132
520532,Dany de Boon - Des Hauts-De-France,0,22,6.2,90.0,4.274
9727,End Game,0,53,5.4,93.0,8.636
70548,Forgive Us Our Debts,0,0,0.0,30.0,2.845
439961,The Simplest Thing Is to Complicate Everything,0,86,6.2,93.0,13.875
664055,Manhunt,0,0,0.0,72.0,3.091
493224,I'm Not Crazy!,0,28,6.0,114.0,4.471
437294,Thi Mai,0,109,6.1,99.0,6.991
513576,Always Be My Maybe,0,878,6.7,101.0,23.41
20295,C Kkompany,0,9,5.7,130.0,2.289
601801,Chopsticks,0,30,5.9,100.0,5.41
445685,Koi Aap Sa,0,3,7.7,142.0,0.6
211105,Krishna Cottage,0,9,5.8,124.0,2.593
551745,Mere Pyare Prime Minister,0,5,7.0,104.0,1.708
588073,P Storm,0,27,8.3,96.0,27.93
15906,Barbie and the Magic of Pegasus 3-D,0,407,6.9,85.0,32.194
66841,Ragini MMS,0,20,4.0,93.0,3.59
260266,Ragini MMS 2,0,18,4.5,120.0,3.458
61203,Shor in the City,0,16,6.6,107.0,3.367
455565,Bombshell: The Hedy Lamarr Story,0,55,7.1,88.0,8.837
553543,Without Gorky,0,0,0.0,58.0,0.6
75900,My Week with Marilyn,35057696,912,6.7,99.0,11.855
556509,Svaha: The Sixth Finger,0,67,6.5,122.0,14.167
242090,The One I Love,513447,433,6.9,91.0,8.712
459295,Sarah Silverman: A Speck of Dust,0,62,6.9,71.0,8.351
595399,All in My Family,0,21,6.1,39.0,6.442
588001,Despite Everything,0,313,6.0,75.0,16.344
457799,"Extremely Wicked, Shockingly Evil and Vile",0,2266,7.0,111.0,25.277
708350,"It's Fine, I Danced Today",0,0,0.0,4.0,0.6
574303,Jo Pil-ho: The Dawning Rage,0,50,6.2,127.0,8.784
502292,The Last Summer,0,1061,6.0,109.0,24.819
504062,Si saben cómo me pongo ¿pa' qué me invitan?,0,6,6.4,0.0,3.708
411014,Forever Pure,0,8,6.8,87.0,2.347
1873,Beyond Rangoon,14700000,42,6.7,100.0,4.971
318256,Hot Girls Wanted,0,392,6.0,84.0,55.129
532645,Lifechanger,0,40,5.8,84.0,9.409
426543,The Nutcracker and the Four Realms,59522646,1550,6.1,99.0,54.034
440249,After Porn Ends 2,0,122,5.1,90.0,207.095
389053,The Do-Over,0,1064,5.7,109.0,16.144
293440,The Rampant Age,0,0,0.0,,1.434
449019,Sara's Notebook,0,111,6.0,115.0,13.907
430448,I Am Jane Doe,0,45,6.1,91.0,7.987
433084,Joshua: Teenager vs. Superpower,0,31,7.4,78.0,4.767
363343,Raees,0,144,6.7,143.0,12.489
354287,War Machine,0,782,5.6,122.0,13.968
276537,The Last Man on the Moon,0,56,6.5,99.0,5.225
302431,Rang Rasiya,0,14,6.5,132.0,2.462
526231,Fernando Sanjiao: Hombre,0,2,6.5,63.0,1.565
463053,Ibiza,0,986,5.8,94.0,16.745
525814,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,0,38,6.7,74.0,9.559
20367,Detour,0,181,7.1,67.0,11.496
600700,After Maria,0,14,5.9,36.0,4.6
274479,Joy,101134059,3211,6.5,124.0,19.922
531306,Rim of the World,0,626,6.0,99.0,32.265
529962,The Perfection,0,819,6.6,90.0,12.5
461234,Survivor's Guide to Prison,0,28,6.6,102.0,9.377
604196,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,0,63,6.1,30.0,9.787
415132,Ares,0,207,6.2,80.0,8.413
458310,Hasan Minhaj: Homecoming King,0,89,7.8,72.0,7.141
602760,A Tale of Two Kitchens,0,11,7.0,29.0,2.346
541495,The Man Who Feels No Pain,0,26,7.1,136.0,2.671
521512,Tig Notaro: Happy To Be Here,0,29,6.1,58.0,4.654
429236,Elizabeth at 90: A Family Tribute,0,4,6.9,70.0,3.625
341176,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),0,27,6.8,78.0,5.308
261039,"The Other One: The Long, Strange Trip of Bob Weir",0,15,7.2,85.0,3.618
376867,Moonlight,65046687,5216,7.4,111.0,19.911
573915,Wanda Sykes: Not Normal,0,38,7.0,66.0,7.847
525946,Troop Zero,0,171,7.0,94.0,18.741
542642,Shantet Hamza,0,2,6.0,85.0,0.6
566141,Her Only Choice,0,5,5.8,120.0,4.436
49529,John Carter,284139100,4022,6.2,132.0,31.818
568718,Laatu,0,1,6.0,112.0,0.6
117263,Olympus Has Fallen,161025640,4963,6.3,120.0,33.775
433623,Jailbreak,0,33,5.8,100.0,4.684
455601,Maria Bamford: Old Baby,0,16,5.3,64.0,5.245
325373,Two Lovers and a Bear,0,52,6.7,96.0,10.018
572851,SGT. Will Gardner,0,10,5.2,125.0,5.519
412000,Small Town Crime,0,135,6.5,91.0,11.473
422128,Blame,0,85,6.6,100.0,9.244
450628,Laerte-se,0,31,7.6,100.0,4.268
334536,The Blackcoat's Daughter,19980,347,5.7,93.0,15.131
481117,The Brawler,0,8,4.8,95.0,10.007
425972,Cargo,56385,1104,6.4,105.0,20.236
461957,Catching Feelings,0,8,5.0,115.0,4.74
300521,Born in Gaza,0,3,7.7,0.0,1.294
438592,Born in Syria,0,4,8.0,58.0,2.429
360832,Dying to Tell the Story,0,0,0.0,95.0,0.6
323579,First Impression,0,1,7.0,0.0,2.177
591121,Maria,0,61,5.7,89.0,8.799
601516,ReMastered: The Lion's Share,0,10,6.6,84.0,7.585
602891,Saverio Raimondo: Il Satiro Parlante,0,13,5.9,53.0,2.026
582607,See You Yesterday,0,350,5.5,86.0,14.26
297270,Tinker Bell and the Legend of the NeverBeast,0,647,7.0,77.0,30.629
53596,Even the Rain,0,171,7.0,104.0,7.625
602609,Good Sam,0,153,6.1,90.0,15.329
499456,Jonaki,0,4,7.1,90.0,0.6
166233,Kyo Kii... Main Jhuth Nahin Bolta,0,13,5.1,149.0,3.096
51876,Limitless,161849455,7808,7.2,105.0,24.4
35687,"LSD: Love, Sex aur Dhokha",0,22,6.2,108.0,3.315
208540,Once Upon a Time in Mumbai Dobaara!,0,23,5.2,160.0,3.113
686564,"Patrick Bruel, le concert événement",0,1,8.0,0.0,1.261
50725,Take Me Home Tonight,6928068,463,6.1,97.0,18.096
486882,89,0,11,6.5,87.0,7.57
49679,Action Replayy,5000000,45,5.2,100.0,4.601
58128,Andaz Apna Apna,0,136,7.3,160.0,6.798
511454,Food on the Go,0,3,6.7,66.0,1.302
8769,Christine,21200000,1138,6.8,110.0,21.073
97367,The Place Beyond the Pines,35485608,3499,6.9,140.0,14.635
456210,Tracy Morgan: Staying Alive,0,28,6.4,60.0,5.879
511448,7 Din Mohabbat In,0,4,5.8,138.0,0.73
481203,All the Devil's Men,0,80,5.9,99.0,27.228
284276,Cake,2360281,697,6.4,102.0,19.703
15464,EMI,0,1,4.0,128.0,1.453
559673,Hamid,0,9,7.3,108.0,2.074
383404,Kucch To Hai,0,4,4.3,142.0,2.105
22429,Kyaa Kool Hai Hum,0,20,5.2,172.0,4.245
376884,Kyaa Kool Hain Hum 3,0,20,3.3,124.0,3.2
42966,Once Upon a Time in Mumbaai,8300000,54,6.6,132.0,5.272
20742,Shootout at Lokhandwala,12000000,37,6.5,145.0,5.919
494480,Aadu 2,0,13,6.5,152.0,4.108
493620,Aiyaary,41000000,32,5.5,157.0,4.326
421479,Chalay Thay Saath,0,2,8.5,120.0,0.6
77987,Only God Forgives,10337387,1746,5.9,90.0,13.011
45002,Chamatkar,0,28,6.5,171.0,4.649
390396,Command and Control,0,21,6.7,92.0,5.403
15419,Kabhi Haan Kabhi Naa,0,32,6.8,158.0,4.43
371447,Lovesong,6700,124,5.7,85.0,10.139
160242,Ram Jaane,2100000,20,5.1,172.0,3.27
457793,Smash: Motorized Mayhem,0,3,6.0,70.0,1.512
111749,Witchcraft 666: The Devil's Mistress,0,4,3.3,91.0,3.868
408609,The Intent,0,19,5.5,104.0,5.048
276614,Attacking the Devil: Harold Evans and the Last Nazi War Crime,0,10,8.0,99.0,4.361
587808,Backdraft 2,0,99,6.5,102.0,41.208
602707,Fear Bay,0,3,4.5,90.0,5.179
602310,Still Laugh-In: The Stars Celebrate,0,11,5.4,60.0,4.838
502137,Weed the People,0,4,8.0,98.0,4.63
695596,Malibu Rescue: The Next Wave,0,53,6.7,70.0,53.884
545963,Norm of the North: Keys to the Kingdom,0,15,5.9,91.0,6.783
518045,Ali Wong: Hard Knock Wife,0,72,7.0,64.0,9.244
406992,Wild Oats,0,57,6.2,96.0,9.957
532100,Merata: How Mum Decolonised the Screen,0,6,7.0,88.0,2.24
523900,Spivak,0,15,5.7,91.0,5.576
448448,Get Me Roger Stone,0,86,7.1,100.0,11.415
381518,Mindhorn,0,173,6.2,89.0,9.222
423453,Sahara,7800000,207,5.8,86.0,18.53
510338,Dry Martina,0,15,6.7,95.0,5.068
518671,Shéhérazade,0,135,7.4,106.0,7.318
83721,The Great Magician,0,32,6.1,128.0,3.762
523704,Carlos Ballarta: Furia Ñera,0,4,7.3,62.0,1.628
583083,The Kissing Booth 2,0,3609,8.0,132.0,171.064
606616,Bheemayan,0,0,0.0,62.0,0.6
606617,Chhota Bheem Aur Kaala Yodha,0,0,0.0,63.0,0.6
606618,Chhota Bheem Ka Romani Adventure,0,0,0.0,61.0,0.6
512019,In Family I Trust,0,147,6.4,94.0,8.41
513083,Wine Country,0,356,5.6,103.0,16.27
137180,Aiyyaa,2500000,15,5.2,146.0,2.069
69774,Bbuddah Hoga Terra Baap,0,21,5.0,118.0,3.579
337876,Gabbar Is Back,41000000,71,7.2,130.0,5.545
215776,Madras Cafe,6500000,74,6.6,130.0,5.785
2928,Michael,119718203,384,5.8,105.0,11.956
437331,The Adventure Club,0,11,6.6,88.0,5.992
697322,Adam the Apostate,0,0,0.0,59.0,2.124
319924,Russell Madness,0,20,5.7,92.0,6.023
602963,American Experience: The Island Murder,0,2,6.0,0.0,1.553
43580,The Cat in the Hat,0,30,6.4,25.0,3.063
521929,Familiye,0,18,5.8,102.0,2.21
288793,Hidden in Plain Sight,0,0,0.0,,0.6
458156,John Wick: Chapter 3 - Parabellum,326709727,5907,7.4,131.0,197.184
577441,Kia and Cosmos,0,1,6.0,123.0,1.862
595822,Kill Hitler! The Luck of the Devil,0,9,6.1,52.0,0.988
565312,Knock Down the House,0,103,7.4,86.0,13.846
600548,The Pact,0,6,5.8,54.0,1.61
544530,Munafik 2,0,16,6.2,104.0,1.976
549165,Robin Hood: The Rebellion,0,54,5.0,92.0,28.512
110415,Snowpiercer,86758912,6678,6.9,127.0,30.387
599318,Sur Sapata,0,2,8.5,128.0,1.4
98566,Teenage Mutant Ninja Turtles,477200000,5170,5.9,101.0,56.273
11639,The Dark Crystal,40577001,685,7.1,93.0,13.948
326420,Dig Two Graves,0,58,5.5,85.0,7.195
496208,27: El club de los malditos,0,13,3.7,80.0,5.406
521669,27: Gone Too Soon,0,34,6.3,70.0,5.651
301610,Abhinetri,0,0,0.0,154.0,1.344
482154,Ajji,0,12,6.4,104.0,2.28
439601,CIA: Comrade In America,3900000,25,5.9,134.0,3.262
521753,Coffee for All,78000,4,6.5,69.0,0.752
521647,Darc,0,127,6.2,97.0,32.079
438639,Dismissal,0,57,5.2,90.0,4.938
428493,God's Own Country,2559939,481,7.6,105.0,12.908
432140,Gurgaon,0,15,5.0,107.0,2.236
530276,Hombanna,0,2,8.5,126.0,0.6
413165,Jewel's Catch One,0,6,7.3,84.0,5.776
520594,John Mulaney: Kid Gorgeous at Radio City,0,131,8.1,65.0,7.412
497883,Le K Benzema,0,20,6.6,120.0,2.6
510296,Love Ni Bhavai,0,2,8.5,162.0,0.666
503403,My Perfect Romance,0,152,5.5,91.0,14.587
411612,Nibunan,0,7,7.1,137.0,2.311
522510,Onaatah,0,1,8.0,,0.6
153952,Meet Pocoyo!,0,0,0.0,49.0,3.364
153952,Meet Pocoyo!,0,0,0.0,49.0,3.364
686175,Pocoyo Special Sports,0,0,0.0,24.0,1.225
372838,The Quest,0,1,8.0,104.0,0.884
521867,Roberto Saviano: Writing Under Police Protection,0,25,7.3,44.0,2.275
27769,Sometimes They Come Back,0,124,5.8,97.0,28.901
475013,The Carter Effect,0,35,7.2,60.0,7.015
422615,The Clapper,0,169,4.8,89.0,16.522
437033,Toc Toc,0,736,7.0,90.0,13.569
496704,Tremors: A Cold Day in Hell,0,211,5.9,98.0,42.032
7553,Waiting...,18637690,475,6.3,94.0,13.83
433622,Withdrawn,0,3,7.0,74.0,1.636
305943,A Kind of Murder,0,150,5.3,95.0,16.207
396865,A Yellow Bird,0,8,4.8,90.0,1.689
452346,Abby Sen,0,5,6.4,128.0,0.6
106507,Bittoo Boss,0,4,3.8,116.0,3.784
190940,Bombay Talkies,2700000,40,6.5,127.0,4.159
526019,Like a Boss,26925979,379,6.6,83.0,68.075
403858,Budhia Singh: Born to Run,0,9,6.2,112.0,3.74
543930,Chaahat,0,0,0.0,,0.6
60392,Chashme Buddoor,0,8,7.2,145.0,1.753
252451,Defying the Nazis: The Sharps' War,0,10,6.9,0.0,5.74
335392,Dharam Sankat Mein,0,12,6.8,129.0,2.937
356298,Don't Think Twice,4417667,280,6.3,90.0,8.672
706872,Drishyam 2,0,0,0.0,0.0,0.6
160255,English Babu Desi Mem,39000000,9,5.1,172.0,2.938
156284,Fire in the Blood,0,11,7.9,84.0,3.252
309138,Gollu Aur Pappu,0,3,4.7,112.0,1.985
573531,Halo: Legends,11000000,21,6.1,120.0,10.535
407803,Harry Benson: Shoot First,0,15,6.6,87.0,4.377
398920,He Even Has Your Eyes,0,357,6.2,95.0,8.873
395763,In the Shadow of Iris,0,161,5.9,99.0,8.317
161468,Inkaar,1600000,18,5.6,133.0,4.102
456544,JFK: The Making of a President,0,3,6.7,43.0,3.043
5236,Kiss Kiss Bang Bang,15785148,1773,7.2,103.0,17.52
381070,Loev,0,74,5.2,90.0,6.406
452235,Losing Sight of Shore,0,13,7.4,92.0,3.489
284288,Mary Kom,15536328,62,7.1,122.0,4.113
376519,Maya Angelou: And Still I Rise,0,12,7.9,112.0,5.758
